0x05774dd47ca9381d 198470.600000
0x7fc94df911221d69 201148.000000
0x80fcfd95a284b90f 199412.600000
0x8de2a577808f7dfb 198872.400000
0x83442a93279c8235 199327.400000
0xad83c3aa57ee88a2 198805.900000
0xa163665ec5d9f989 200631.100000
0xb2eebf68f5920120 200621.200000
0x60697d7f1f29f4c4 200211.000000
0x2d763138f3562566 202758.800000
0x2226dd5e282ceece 197350.200000
0x9478a258017d3a14 199430.800000
0xba77efae21c5cb23 197937.400000
0x9128158ed8c99e01 197640.500000
0xd728062dd72e0245 198983.400000
0x9935c69807e92e2e 196447.200000
0xe2b842e800fca06e 196650.500000
0x5fa8916bb6e8cc26 197293.400000
0xbea910c223c7fa4a 198599.300000
0xf6b62c19c96352be 196841.500000
0x360a7456b0cb473f 197255.600000
0x63db8ffb28a13b75 197704.600000
0x9d785abffc373207 200921.600000
0x4e77017de2971117 200317.400000
0x701947543e6f9f64 199000.700000
0xb581fa109bd013bf 200788.400000
0xe7de27c7c8bc40ef 197838.900000
0x6f101c88766003e9 199988.600000
0x6dbb7b5df1b538b0 199164.900000
0xe160bb78062b5be7 196169.900000
0x1ef7be14b6af4cc9 201992.200000
0xb83796fdb1b9a656 199608.900000
0x158872c30c141741 199648.200000
0x3e20a5ac79752d83 197992.300000
0xe12a056ac70d5e39 199835.700000
0x3761d8a42825d34f 196691.500000
0xb3f4b682ca56cd5c 199826.500000
0x3dc6cd2a1cea07b4 199445.200000
0x0ba5ad1df61b061f 198399.200000
0x6aa582bc2f6dbaa8 199543.400000
0x0f110813b4d6877e 199731.800000
0xac5974bed03e9f4e 199907.100000
0xbbf2062f45350cc7 202135.700000
0xa8849ccdd1c61c65 199411.700000
0xa84f4d72b3730b6d 199943.100000
0x057c18cc27caaecd 198590.300000
0xdd1eb77a3b6800a6 198010.600000
0x597698b96180297b 197196.700000
0xc6dc9c20e738a2d9 200182.500000
0x83979f23ab4a9eed 199471.500000
0x181902625f0c2a0a 198480.400000
0x8f29aaf23ae0ed96 199507.600000
0xe84f6ad419a7d27c 198530.300000
0x92919427066359d6 198326.000000
0xbfdb34996279ab77 195026.800000
0x4f178877939048d1 197528.200000
0x729fbb2350e36ff1 198649.700000
0x817db2587bf2905f 199514.400000
0x2f33b90ed7da1090 198466.900000
0x153ac29e69764c8a 201053.600000
0x83beae37b1fef2f0 198562.600000
0xa5343b247e82e0f6 196368.100000
0x59bdc6fc7b43d6b2 196988.400000
0x0ce6e1e02bad39a4 200382.700000
0x84df1821605adfda 198537.900000
0xea0df19f91e4ec58 202116.200000
0xee5b8a52dd098d52 201026.300000
0xf163fef75ecd704d 197863.000000
0xd0fd68e43cf6ec37 198940.200000
0xbd4f8322915dd400 197996.700000
0x9e9e5cb688de3254 197327.700000
0x030b38f415a8fe29 197280.400000
0x886d2e81fc5ab041 197872.100000
0x569f042c2cb8dbbe 197294.900000
0xccc093eda03e27d3 197645.500000
0x11a796fa4ff70cee 197941.200000
0xa543cef8e74e3a45 195309.900000
0x1186931bd8882467 198741.000000
0x1ba4081d8cb77eca 198942.300000
0x06b25902589f1f7f 199135.100000
0x378b9f7265471202 198617.000000
0x393ddf50316e254a 197085.800000
0x2bfb0e9bd86442f9 199206.600000
0xdfb1573f196a6a29 198324.900000
0x689771644633d22a 196126.700000
0xa7e9307ad04e9d1b 198268.800000
0x13a323579312944b 198043.700000
0x0c02a14d3ecec84e 196062.300000
0xb003cfc8f6ea2b6c 196542.900000
0x7ff6ca4cbcb6ef1a 199703.800000
0x3b4ba33fe62735ec 198260.800000
0x5ee58f4108ad6967 197719.900000
0x426793bf7f3a6895 198888.500000
0xa1eb44b3d4553ae0 198556.400000
0x09fc3f5854687657 197929.400000
0x5d6e043216117c8f 198546.300000
0x24e07de2adacedf0 198591.700000
0x5af8c9b5c921ae8a 197361.400000
0x8c1510a09943e21b 196361.500000
0x6d1b8160674d6d98 195831.000000
0x6a61efad73491e54 198958.200000
0x9f8cc0a9410ccd36 197003.800000
0xfe0414eef9fcfab4 197347.600000
0xed7b09ec4876a6dd 199625.000000
0x82849edf7a6620a8 197576.900000
0xfe2a2ae336172ed8 199497.600000
0x45e883de445c5848 197866.300000
0x4994f00ddfd0c3db 198806.800000
0x354e738d4565bcc0 196799.500000
0x91e89412e347ac80 198768.200000
0x2d83651c33ad18b9 199182.400000
0xf6533cb31196a36c 196726.000000
0x4bd3cce2f41f031d 198127.700000
0x455d0493c2e533d7 198116.600000
0x1c2512e1c83cea7f 199228.400000
0x17cd47205d6d981a 197689.800000
0x016bdd3cf10c9445 197360.400000
0xa7ad37684b2fe0e7 197649.500000
0x9136e7b4f2549660 200145.500000
0x7c78368135cdfdcc 200084.500000
0xa6d53f418eb7b32d 196650.400000
0x11131f287cf37193 197895.200000
0x0f609f709e29c118 197365.800000
0x41370cd5441d865f 196027.300000
0x0b1d44326c2667fb 197766.500000
0x51b5e02baa7c3d6f 197705.900000
0x9f27f72dee9f25d8 198084.300000
0x97a2633363450a86 199737.200000
0x1f2d7919dd8311a9 197564.500000
0xcf92bd941e43df20 198057.200000
0x57a1b21a08346aa6 198186.300000
0x84202928425a96d3 197590.300000
0x36c3ff06f618a490 197035.500000
0x58677fb2c6053547 197894.000000
0xf33df9c3b7721e4b 196163.800000
0x5fb586466e9287d7 198589.700000
0xe8bf8b345caba5f0 198205.200000
0x9dbed3b51f08086b 196396.600000
0xe6d3e9598895d271 197875.400000
0xb281ccdfaf033edd 198669.900000
0xcc26467e962f2438 199183.100000
0xe446ed616a84f395 198764.500000
0x1e5538033dca4ff7 198581.800000
0x265a9bf540cc5ecd 206782.300000
0xc18ce1df58b600e1 202049.600000
0x81e19a844363aa6d 201047.700000
0x12e71033713faa77 199022.500000
0x8a662888c2d7bdef 198648.700000
0xb5cff8b463f15e76 198675.800000
0x91d7efa9a097d5c7 199925.600000
0x0125b667f6565d2f 197531.000000
0x4e8e7249b4407138 196248.700000
0xaa041da2e0de2a0e 198303.400000
0x158b3246b800b922 197417.800000
0x77404ac10862547e 200155.000000
0xdd49a7763a04edf7 197940.600000
0x5c3c179f45f015f7 200473.400000
0x9889c03d9e148482 197582.300000
0xcf7b9e04d2c4c804 197483.700000
0x2e2169641386610c 198576.800000
0xb84944b02b4f1a71 197850.900000
0x94063c358a5856e5 197117.700000
0x2719b1a278768bfd 198084.700000
0x9e9be59a952f825d 199142.600000
0x325b7e85e21e2f65 197659.200000
0x08ea52d47a1f8e5d 196882.700000
0xea6572af98e94632 197465.100000
0x868a9094ec5d0299 199084.300000
0xc0d35737ad7c3a5c 196331.600000
0x207aa707c43252fa 198397.700000
0xbca9798a654940f2 200041.300000
0xa5d5ecc3dc417ae1 198776.700000
0x1e1654bf9dffc2c2 198839.400000
0x05cee7ac9dc12a46 197248.500000
0xe12d7297c2256d7b 199257.100000
0x767d974f99f90014 197207.900000
0xf26ac921d3ca40ec 200227.500000
0x727408844be8c965 198102.600000
0x95659c99319f4dce 197894.600000
0x021cd41258510cd7 197585.100000
0xa3ec0b453f49c80d 199970.100000
0x8d80557c86b7b648 199960.500000
0x983f0ba751ca7aa1 199871.400000
0x1be70be239c161ca 196734.400000
0xfd5b38adce013138 197303.800000
0x76440c5e4d98d0ed 195921.000000
0x7d7e6b97dfd74c52 199198.900000
0x7b5a065f7af9e8b6 196231.500000
0x3da1194697671585 197028.900000
0xaf75dd32506569d9 198490.700000
0x9cadc1888778bf77 199007.100000
0x153e89529c4b0cd9 196537.400000
0x4403caee66a283ca 196972.300000
0x896b381c62cdcfc4 196835.800000
0x7c94aa64d8fe8f39 196947.900000
0x7073e57e7062427f 199687.000000
0x0d4f589465ac47aa 198500.700000
0x1e224fd07fcf086d 198689.500000
0x65734a0f281f1cfb 199207.500000
0x8a959cdcb3b1a0e3 197023.200000
0x6d850bc703087fb1 197353.800000
0x473a3d487e94d459 196981.400000
0xeddf70b02a98ae50 197497.100000
0xf1e921626c2141e9 193994.300000
0x0e72286089cd6742 198457.900000
0x1844b8f8faa73a6e 197103.700000
0x0f75fed272a5dac4 197443.400000
0x1fd44f521026a428 198647.800000
0x3fab1b4d4478d8ab 199831.700000
0x9e070ef262818aff 200422.000000
0xa0d8aa0c037ef01d 198847.400000
0xd9466ba1a2162df1 195793.600000
0x9f6b427b2fe1e13f 197797.600000
0x93415d6899425b94 200036.600000
0x801c3fc9b228adf8 199318.200000
0xdb8e1537f8d6bba7 197218.800000
0xe46648ca133dad5a 195209.700000
0x4a100f9bfb44048c 196826.200000
0x79ff749ee9615d39 198869.700000
0x82787d81533a3a3b 197660.300000
0x5e06ec8d739c1a56 198947.500000
0xa0ef77e6894dc18a 198805.500000
0x712e7d0f2e685f0f 200130.300000
0xbfdb9fe318c4699b 198610.400000
0x34cfde8e96a8bed4 198916.000000
0xb05fd11ace1ccb37 198221.400000
0xfa39f90a786b1741 199223.100000
0x3023a1fd4db7fb3b 197827.400000
0x2eaf5fa4862eca42 198567.100000
0x03649edcb22d59eb 197888.000000
0xcb13be1ae51df570 199081.600000
0xa78b5666c1f8522e 198614.500000
0xb2fdc6e926d19a18 198709.800000
0x43c43e8c7c2a8f5e 196563.100000
